,index,file,text,sport
865,1012,646,player eligibility participation limited currentlyenrolled lamar universitybeaumont lit students faculty staff order participation intramural contest player must present one following ids print name score sheet lubeaumont students cardinal one card lit id students validated student id facultystaff employee id players may play wearing jewelry type including necklaces earrings bracelets etc definitions lamar university intramural sports carrom rules laws shall mean laws carrom proper shall mean accordance laws improper shall mean contrary laws cb shall mean carrom board cm shall mean carromman carrommen board shall mean commencement board umpire calls play till completion pocketing last cm player break shall mean first stroke board finish shall mean completion board player shall mean carrom player placing shall mean keeping penalty andor due cm flat position playing surface within outer circle player permitted per laws queen andor jumped cm shall always placed umpire centre circle per laws pocketing shall mean putting cm andor queen pocket properimproper stroke push shall mean jerk sudden motion elbow playing hand instead striking striker finger queen shall mean red cm due shall mean pocketing striker without cm andor queen andor outstanding cm player case may penalty shall mean punishment infringement violation laws covering shall mean pocketing one cm player immediate subsequent stroke queen pocketed shot shall mean pair cannon,carrom
866,1013,647,strip pocket carrom board rules know hifimovco,carrom
867,1014,648,play carrom mega,carrom
868,1015,649,carrom board favorite game simple interested game gkhubin know rules game lets understand rules,carrom
869,1016,650,carrom aim gain venue shishu bihar school audi march,carrom
870,1017,651,setup carrom setup rules well yes setup carrom specific set rules must abided players teams carrom setup refers carrom men placed game begins altogether carrom men striker required carrom game carrom board set stool may placed flat surface red carrom man queen placed middle carrom board disc lines drawn next black white carrom men must placed alternatively encircling queenin disc drawn carrom board remaining twelve carrom men placed alternatively way white carrom men form shape upper part v point towards two pockets one side player position carrom match two players single precise players sit opposite facing one another case doubles game players team sit opposite facing team member also read carrom board game history carrom rules game,carrom
871,1018,652,carrom board rules hindi gkhubin read full details carrom board,carrom
872,1019,653,appa impres kas www,carrom
873,1020,654,carrom carrom company cleverly designed versatile game board provides many board game options checkers carrom crokinole one place number players ages difficulty length play category easy minutes strategy board game ox,carrom
874,1021,655,carrom basics tips tricks best ever tube thumb nail thumbnail maker,carrom
875,1022,656,carrom rules strike player must position striker within baseline one two circles either end baseline striker within baseline must touch front line rear line striker shot reverse direction cover needs pocketed along queen pocket queen player pockets coin heshe another chance striker may cut moon placed partially within baseline partially within circle player must flick striker one finger crosses front baseline permitted flick backwards horizontally faults piece behind font baseline must struck striker striker crossed front baseline striking players hand arm must cross diagonal foul lines either end baseline striking coin arrow players side striking reverse direction pocketing striker point queen white coin black coin single set player higher score set considered winner cover striker thrown board pocketing cover queen cover left player touches piece play striker timings maximum time limit minutes jitender coordinator,carrom
876,1023,657,use thumbshots carrom learn carrom thumbing rules,carrom
