Statement,Impact,StateLength
හරියට නොදැන කෙනෙක්ව Judge කරන එක තමයි එයාට කරන ලොකුම Damage එක.,Negative,63
ඒ affair එක නතර වුණම මම ලෙඩ වෙලා hospitalizeවෙලා හිටියා.Depression වුණා.,Negative,72
"දවස් 7 ක්. නෙගටිව්  comments  0 ක් අර්ධ ශාස්ත්‍රීය ගීතයක්. ඩිලීට් නොකරපු comments 7200ක්, Likes 85000ක්,Views ලක්ෂ 12ක්,... මේ ශ්‍රී ලංකාව.ඔව් අපි දෙන්නටම ඒක තාම හීනයක්! Still Trending #1️",Positive,188
දැන් අපිට IMF විසින් ඒක අපට ඕන විදියට පුරවන්න බැරි කරල තියෙන්නෙ. වීරිය දාලා පිම්බට බටෙන් පටවෙන්නෙ හුළං. වතුර අඩුයි. හුළං වැඩියි.,Negative,128
Good Morning සැහැල්ලුවෙන් ඉන්නත් පුරුදු වෙන්න,Positive,45
ඒවී රසේ ඔන්ලයින් Dubbing සහ Presenting Class එකේ 3 වෙනි බැච් එක ගෙනාව තෑගි,Positive,74
Team එකම අපූරුයි,Positive,16
"ඊයේ රෑ මට මගේ පුංචි fan කෙනෙක් හමුඋනා. මේ වගේ චුට්ටෝ ගොඩාක් ඉන්නවා මගේ වටේ, මට/ මගෙ songs වලට ආදරය කරන. මම ගොඩක් blessed!",Positive,121
ලංකාවේ Cricket හදන්න බෑ,Negative,23
ආදරය හින්දා Depression හැදිලා හැමදේම නැති වුනා.,Negative,47
ලෝකයේ බොහෝ රටවල් නවසීලන්ත පුරවැසියන් සඳහා වීසා රහිත සංචරණය හෝ on-arrival වීසා ලබාගැනීමේ පහසුකම ලබා දෙනවා.. නමුත් ලංකාව ගමන් කරන්නේ ඊට මුළුමනින් ම ප්‍රතිවිරුද්ධ දිශාවටයි.,Negative,169
Facebook එකේ මට බනිද්දි දුක හිතුනා,Negative,34
"පොඩි පොඩි අඩුපාඩු නොසලකා හැරලා ක්‍රිකට් ගහනවා වගේ තමයි දන්ත සෞඛ්‍ය ගැලටු නොසලකා හරින එක. මොකද ඒකත් බරපතල තත්වයන්ට මඟ පාදනවා වෙන්න පුළුවන්. ඔබේ දන්ත සෞඛ්‍ය ගැටළු මේ video එකේ comment කරන්න. ගැටළු වලට පිළිතුරු දන්ත වෛද්‍යවරයකුගෙන් මම ලබා දෙන්නම්! #AskDentist Sensodyne Sri Lanka
",Positive,277
"We are truly B L E S S E D ♥️
මෙහෙමත් දක්ෂ ළමයි 👏🏽 Head on to this YouTube channel for some amazing talent ♥️",Positive,110
මම කොළබට ආදරය කලේ Kingsbury Hotel එක පිහිටා තිබෙන්නේ කොළබ නිසාවෙනි. මා කුඩා කල එය දුටුවේ රජ වරුන්ගේ මැදුරක් ලෙසට ය. එහි උස පුටු වල වාඩි වී පොටෝ ගැනීමට කුඩා කල සිට මා සිහින දැක්කෙමි. ජීවිතය අපව අරගෙන යන්නේ අමුතු ඉසව්වලට ය. අද මා Kingsbury තුළ කාර්‍යමණ්ඩලය mentoring කරන්නෙමි.. ❤️,Positive,278
"2030 දි ISS එක විශ්‍රාම යවන්නයි බලාපොරොත්තුව. ඊට කලින් එතනම අභ්‍යවකාශ හෝටලයක් හදන්න යන්නෙ. ඊට පස්සෙ ඒක ඉතුරු කරල පරණ කොටස deorbit කරයි..
",Positive,138
රටක් එකතු කරපු BAT එක...A big thank you to the legend Aravinda De Silva(Mad Max) for lending us this treasure :),Positive,112
පසුගිය දා මා විසින් නොකල ප්‍රකාශයක් Fake account එහෙකින් සංසරණය වුනා.එහි නිරවද්‍යතාව සම්න්ධයෙන් FACT CRESCENDO SRI LANKA විමර්ශනයක් සිදුකලා .,Negative,142
"Love how the කඩේ ගිය ""i'm not a racist, i was voting to save my country from terrorism"" voters are now folding like lil bitches over an online surcharge 😂 ",Negative,155
"නෙලුම් කුළුණ උල්  වෙන්න., සැප දෙන්න එන්න..!!!!
Wasthi - Infinity - Daddy - Lotus Tower",Negative,87
තවමත් ඔක්කොටම මුවා වෙලා game ගහන්නෙ අර කපුටා තමයි..සල්ලි තියෙනවනෙ පවුල් පිටින් game ගහන්න..හොරාකාපු සල්ලි තියෙනවනෙ..,Negative,116
"One of the few things that bring us together as a nation, destroyed by a greedy, grossly inefficient cricket board and බෝල ගහනවට වඩා බෝල කසන්න හොඳ cricketers!!!",Negative,160
"සිවුර ඇන්දයි කියලා මොලේ පෑදෙන්නෑ, මෝඩ මිනිස්සුත් මහන වෙනවා.
But since I do drink a lot of beer, මොකටත් කියල I'm just gonna go through some material on the internet just to confirm this, so that I won't end up wasting time on girls next year.",Negative,241
"SING කරන්න කැමති ඔයාට CHANCE එකක්! 😊
දක්ෂයින්ව TAG කරන්න.",Positive,57
Thank you අලුතින් Join වෙච්ච YouTube premium membersලා 2000ට ❤️,Positive,63
"Those fairy tale religions had to tell people, නොදැක විස්වාස කරන්නෝ භාග්‍යවන්තයෝය, cus දැකලා විස්වාස කරන්න, they didn't have shit to show. ",Negative,139
"Still can’t believe 💔 , අයියා,. ඔබ කිසිදා පුරවන්න බැරි අඩුවක් 
",Negative,63
රටේ පවත්නා බහු තල ළමා ආරක්ෂක පද්ධතිය පහතින්/multi level child protection system - සිස්ටම් කුණු වෙලා/SYSTEM CORRUPT!!,Negative,117
"ඒ වගේ මානසික ලෙඩ්ඩුන්ට කරුනාවයි පෙන්නන්න ඕනේ. To all the haters, Ya’ll are just a bunch of judgemental…",Negative,103
"සමහරුන් තාම ජීවත් වෙන්නේ හිතේ පොඩ්ඩක්වත් සංවේදනයක් නැතුව. මේ ඉන්න ටිකේ, කරුණාව, සතුට පතුරවන්න.. Please be kind 🙏🏽 stop hating.. what you think or say is it what you get.. God bless you ❤️",Positive,187
මූල්‍ය ආධාර අත්‍යවශ්‍යව සිටින පවුල් ගැන ඔබ දන්නේ නම් comment කරලා දැනුම් දෙන්න.,Positive,79
අපි ඉවර නැහැ. අපිට නිහඬව donations දීපු පිරිසක් ඉන්නවා. එයාලව මතක් කරනවා ආදරෙන්,Positive,79
මේකට තමයි One Country One Law කියන්නේ frens.,Negative,45
සෝමේ එකේ Most Popular Upcoming YouTube Channel award එක දින්නා යාළුවනේ. දැන් තමයි මේකේ දාන්න මතක් උනේ.,Positive,102
